id	color	no	cname	ename	jname	kana	kname	s_cname	s_ename	area	p_id	p_dis	n_id	n_dis												
toei-E25		E25	國立競技場	Kokuritsu-kyōgijō	国立競技場	こくりつきょうぎじょう	고쿠리쓰쿄기조			東京都新宿区	toei-E24	1.20	toei-E26	1.50												
toei-E26		E26	代代木	Yoyogi	代々木	よよぎ	요요기			東京都渋谷区	toei-E25	1.50	toei-E27	0.60												
toei-E27		E27	新宿	Shinjuku	新宿	しんじゅく	신주쿠			東京都新宿区	toei-E26	0.60	toei-E28	0.80												
toei-E28		E28	都廳前	Tochōmae	都庁前	とちょうまえ	도초마え			東京都新宿区	toei-E27	0.80	toei-E29	1.20												
toei-E29		E29	西新宿五丁目	Nishi-shinjuku-gochōme	西新宿五丁目	にししんじゅくごちょうめ	니시신주쿠고초메	清水橋	Shimizubashi	東京都新宿区	toei-E28	1.20	toei-E30	0.80												
toei-E30		E30	中野坂上	Nakano-sakaue	中野坂上	なかのさかうえ	나카노사카우에			東京都中野区	toei-E29	0.80	toei-E31	1.00												
toei-E31		E31	東中野	Higashi-nakano	東中野	ひがしなかの	히가시나카노			東京都中野区	toei-E30	1.00	toei-E32	1.00												
toei-E32		E32	中井	Nakai	中井	なかい	나카이			東京都新宿区	toei-E31	1.00	toei-E33	1.30												
toei-E33		E33	落合南長崎	Ochiai-minami-nagasaki	落合南長崎	おちあいみなみながさき	오치아이미나미나가사키			東京都新宿区	toei-E32	1.30	toei-E34	1.60												
toei-E34		E34	新江古田	Shin-egota	新江古田	しんえごた	신에고타			東京都中野区	toei-E33	1.60	toei-E35	1.60												
toei-E35		E35	練馬	Nerima	練馬	ねりま	네리마			東京都練馬区	toei-E34	1.60	toei-E36	0.90												
toei-E36		E36	豐島園	Toshimaen	豊島園	としまえん	도시마엔			東京都練馬区	toei-E35	0.90	toei-E37	1.50												
toei-E37		E37	練馬春日町	Nerima-kasugachō	練馬春日町	ねりまかすがちょう	네리마카스가초			東京都練馬区	toei-E36	1.50	toei-E38	1.40												
toei-E38		E38	光之丘	Hikarigaoka	光が丘	ひかりがおか	히카리가오카			東京都練馬区	toei-E37	1.40														
																										
sys			熊本電鐵	Kumamoto Electric Railway	熊本電鉄																					
route	ff9933		菊池線	Kikuchi Line	菊池線																					
KDK01			上熊本	Kami-Kumamoto	上熊本	かみくまもと	가미쿠마모토			熊本県熊本市			KDK02	0.7												
KDK02			韓韓阪	Kankanzaka	韓々坂	かんかんざか	간칸자카			熊本県熊本市	KDK01	0.7	KDK03	0.7												
KDK03			池田	Ikeda	池田	いけだ	이케다			熊本県熊本市	KDK02	0.7	KDK04	0.7												
KDK04			打越	Uchigoshi	打越	うちごし	우지고시			熊本県熊本市	KDK03	0.7	KDK05	0.5												
KDK05			坪井川公園	Tsuboigawa-koen	坪井川公園	つぼいがわこうえん	쓰보이가와고엔			熊本県熊本市	KDK04	0.5	KDK06	0.8												
KDK06			北熊本	Kita-Kumamoto	北熊本	きたくまもと	기타쿠마모토			熊本県熊本市	KDK05	0.8	KDK07	1.2												
KDK07			龜井	Kamei	亀井	かめい	가메이			熊本県熊本市	KDK06	1.2	KDK08	0.4												
KDK08			八景水谷	Hakenomiya	八景水谷	はけのみや	하케노미야			熊本県熊本市	KDK07	0.4	KDK09	0.9												
KDK09			堀川	Horikawa	堀川	ほりかわ	호리카와			熊本県熊本市	KDK08	0.9	KDK10	1												
KDK10			新須屋	Shin-suya	新須屋	しんすや	신스야			熊本県合志市	KDK09	1	KDK11	0.5												
KDK11			須屋	Suya	須屋	すや	스야			熊本県合志市	KDK10	0.5	KDK12	0.8												
KDK12			三石	Mitsuishi	三ツ石	みついし	미쓰이시 			熊本県合志市	KDK11	0.8	KDK13	0.8												
KDK13			黑石	Kuroishi	黒石	くろいし	구로이시			熊本県合志市	KDK12	0.8	KDK14	0.9												
KDK14			電波高專前	Dempakosen-mae	電波高専前	でんぱこうせんまえ	덴파고센마에			熊本県合志市	KDK13	0.9	KDK15	0.4												
KDK15			再春莊前	Saishunso-mae	再春荘前	さいしゅんそうまえ	사이슌소마에			熊本県合志市	KDK14	0.4	KDK16	0.5												
KDK16			御代志	Miyoshi	御代志	みよし	미요시			熊本県合志市	KDK15	0.5														
route	ff9933		藤崎線	Fujisaki Line	藤崎線																					
KDF01			北熊本	Kita-kumamoto	北熊本	きたくまもと	기타쿠마모토			熊本県熊本市	KDK07		KDF02	1.2												
KDF02			黑髮町	Kurokami-machi	黒髪町	くろかみまち	구로카미마지			熊本県熊本市	KDF01	1.2	KDF03	1.1												
KDF03			藤崎宮前	Fujisakigu-mae	藤崎宮前	ふじさきぐうまえ	후지사키구마에			熊本県熊本市	KDF02	1.1														
route	008000		菊池線(1986年廢線時)	Kikuchi Line (1986)	菊池線(1986年廃線時)																					
KDK16x			御代志	Miyoshi	御代志	みよし	미요시			熊本県西合志町	KDK15	0.5	KDK17	1.2												
KDK17			大池	Oike	大池	おおいけ	오이케			熊本県西合志町	KDK16	1.2	KDK18	1.3												
KDK18			辻久保	Tsujikubo	辻久保	つじくぼ	쓰지쿠보			熊本県西合志町	KDK17	1.3	KDK19	2.1												
KDK19			高江	Takae	高江	たかえ	다카에			熊本県泗水町	KDK18	2.1	KDK20	0.5												
KDK20			泗水	Shisui	泗水	しすい	시스이			熊本県泗水町	KDK19	0.5	KDK21	2.2												
KDK21			富之原	Tominohara	富の原	とみのはら	도미노하라			熊本県菊池市	KDK20	2.2	KDK22	3												
KDK22			廣瀨	Hirose	広瀬	ひろせ	히로세			熊本県菊池市	KDK21	3	KDK23	1.6												
KDK23			深川	Fukagawa	深川	ふかがわ	후카가와			熊本県菊池市	KDK22	1.6	KDK24	1.6												
KDK24			菊池	Kikuchi	菊池	きくち	기쿠지			熊本県菊池市	KDK23	1.6														
																										
sys			熊本市電	Kumamoto City Tram	熊本市電																					
route	008000		田崎線	Tasaki Line	田崎線																					
KST03		3	熊本驛前	Kumamoto Station	熊本駅前	くまもとえきまえ				熊本県熊本市	KSK02		KST02	0.3												
KST02		2	二本木口	Nihongiguchi	二本木口	にほんぎぐち				熊本県熊本市	KST03	0.3	KST01	0.2												
KST01		1	田崎橋	Tasakibashi	田崎橋	たさきばし				熊本県熊本市	KST02	0.2														
route	008000		幹線	Main Line	幹線																					
KSK01		3	熊本驛前	Kumamoto Station	熊本駅前	くまもとえきまえ				熊本県熊本市	KST02		KSK02	0.5												
KSK02		4	祇園橋	Gionbashi	祇園橋	ぎおんばし				熊本県熊本市	KSK01	0.5	KSK03	0.5												
KSK03		5	吳服町	Gofukumachi	呉服町	ごふくまち				熊本県熊本市	KSK02	0.5	KSK04	0.4												
KSK04		6	河原町	Kawaramachi	河原町	かわらまち				熊本県熊本市	KSK03	0.4	KSK05	0.4												
KSK05		7	慶德校前	Keitokukō Mae	慶徳校前	けいとくこうまえ				熊本県熊本市	KSK04	0.4	KSK06	0.4												
KSK06		8	辛島町	Karashimachō	辛島町	からしまちょう				熊本県熊本市	KSK05	0.4	KSK07	0.2												
KSK07		9	花畑町	Hanabatachō	花畑町	はなばたちょう				熊本県熊本市	KSK06	0.2	KSK08	0.4												
KSK08		10	熊本城‧市役所前	Kumamotojō -Shiyakusho Mae	熊本城・市役所前	くまもとじょう・しやくしょまえ				熊本県熊本市	KSK07	0.4	KSK09	0.2												
KSK09		11	通町筋	Tōrichō Suji	通町筋	とおりちょうすじ				熊本県熊本市	KSK08	0.2	KSK10	0.3												
KSK10		12	水道町	Suidochō	水道町	すいどうちょう				熊本県熊本市	KSK09	0.3	KSS02													
route	008000		水道町線	Suidochō Line	水道町線																					
KSS01		12	水道町	Suidochō	水道町	すいどうちょう				熊本県熊本市	KSK09		KSS02	0.5												
KSS02		13	九品寺交差點	Kuhonji Kōsaten	九品寺交差点	くほんじこうさてん				熊本県熊本市	KSS01	0.5	KSS03	0.3												
KSS03		14	交通局前	Kōtsūkyoku Mae	交通局前	こうつうきょくまえ				熊本県熊本市	KSS02	0.3	KSS04	0.5												
KSS04		15	味噌天神前	Misotenjin Mae	味噌天神前	みそてんじんまえ				熊本県熊本市	KSS03	0.5	KSS05	0.4												
KSS05		16	新水前寺驛前	Shin-Suizenjieki Mae	新水前寺駅前	しんすいぜんじえきまえ				熊本県熊本市	KSS04	0.4	KSS06	0.3												
KSS06		17	國府	Kokubu	国府	こくぶ				熊本県熊本市	KSS05	0.3	KSS07	0.4												
KSS07		18	水前寺公園	Suizenji Park	水前寺公園	すいぜんじこうえん				熊本県熊本市	KSS06	0.4	KSG02													
route	008000		健軍線	Kengun Line	健軍線																					
KSG01		18	水前寺公園	Suizenji Park	水前寺公園	すいぜんじこうえん				熊本県熊本市	KSS06		KSG01	0.3												
KSG02		19	市立體育館前	Shiritsu Taiikukan Mae	市立体育館前	しりつたいいくかんまえ				熊本県熊本市	KSG01	0.3	KSG02	0.5												
KSG03		20	商業高校前	Shōgyōkōkō Mae	商業高校前	しょうぎょうこうこうまえ				熊本県熊本市	KSG02	0.5	KSG03	0.3												
KSG04		21	八丁馬場	Hattyōbaba	八丁馬場	はっちょうばば				熊本県熊本市	KSG03	0.3	KSG04	0.4												
KSG05		22	神水‧市民病院前	Kuwamizu Shimin-byōin Mae	神水・市民病院前	くわみず・しみんびょういんまえ				熊本県熊本市	KSG04	0.4	KSG05	0.5												
KSG06		23	健軍校前	Kengunkō Mae	健軍校前	けんぐんこうまえ				熊本県熊本市	KSG05	0.5	KSG06	0.4												
KSG07		24	動植物園入口	Dōshokubutsuen Iriguchi	動植物園入口	どうしょくぶつえんいりぐち				熊本県熊本市	KSG06	0.4	KSG07	0.3												
KSG08		25	健軍交番前	Kengunkōban Mae	健軍交番前	けんぐんこうばんまえ				熊本県熊本市	KSG07	0.3	KSG08	0.3												
KSG09		26	健軍町	Kengunmachi	健軍町	けんぐんまえ				熊本県熊本市	KSG08	0.3														
route	008000		上熊本線	Kami Kumamot Line	上熊本線																					
KSB01		8	辛島町	Karashimachō	辛島町	からしまちょう				熊本県熊本市	KSK07		KSB02	0.3												
KSB02		B9	西辛島町	Nishi Karashimachō	西辛島町	にしからしまちょう				熊本県熊本市	KSB01	0.3	KSB03	0.2												
KSB03		B8	洗馬橋	Senbabashi	洗馬橋	せんばばし				熊本県熊本市	KSB02	0.2	KSB04	0.2												
KSB04		B7	新町	Shimachi	新町	しんまち				熊本県熊本市	KSB03	0.2	KSB05	0.4												
KSB05		B6	蔚山町	Urusanmachi	蔚山町	うるさんまち				熊本県熊本市	KSB04	0.4	KSB06	0.4												
KSB06		B5	段山町	Daniyamamachi	段山町	だにやままち				熊本県熊本市	KSB05	0.4	KSB07	0.5												
KSB07		B4	杉塘	Sugidomo	杉塘	すぎども				熊本県熊本市	KSB06	0.5	KSB08	0.4												
KSB08		B3	本妙寺入口	Honmyōji Iriguchi	本妙寺入口	ほんみょうじいりぐち				熊本県熊本市	KSB07	0.4	KSB09	0.1												
KSB09		B2	縣立体育館前	Kenritsu Taiikukan Mae	県立体育館前	けんりつたいいくかんまえ				熊本県熊本市	KSB08	0.1	KSB10	0.4												
KSB10		B1	上熊本驛前	Kami Kumamoto Station	上熊本駅前	かみくまもとえきまえ				熊本県熊本市	KSB09	0.4														
																										
																										
																										
sys			Seoul首都圈電鐵	Seoul Metro	ソウル首都圏電鉄																					
route	#0052A4		1號線	Line 1	1号線																					
seoul-124		124	清涼里	Cheongnyangni	清涼里	ちょんりゃんり	청량리	서울시립대입구	Univ. of Seoul	서울特別市 東大門區			seoul-125	0.90												
seoul-125		125	祭基洞	Jegi-dong	祭基洞	ちぇぎどん	제기동			서울特別市 東大門區	seoul-124	0.90	seoul-126	0.70												
seoul-126		126	新設洞	Sinseol-dong	新設洞	しんそるどん	신설동			서울特別市 東大門區	seoul-125	0.70	seoul-127	0.60												
seoul-127		127	東廟前	Dongmyo	東廟前	どんみょあぷ	동묘앞			서울特別市 鐘路區	seoul-126	0.60	seoul-128	0.70												
seoul-128		128	東大門	Dongdaemun	東大門	どんだいむん	동대문			서울特別市 鐘路區	seoul-127	0.70	seoul-129	0.90												
seoul-129		129	鐘路5街	Jongno 5(o)-ga	鐘路5街	じょんのおが	종로5가			서울特別市 鐘路區	seoul-128	0.90	seoul-130	0.60												
seoul-130		130	鐘路3街	Jongno 3(sam)-ga	鐘路3街	じょんのさむが	종로3가			서울特別市 鐘路區	seoul-129	0.60	seoul-131	0.80												
seoul-131		131	鐘閣	Jonggak	鐘閣	じょんがく	종각			서울特別市 鐘路區	seoul-130	0.80	seoul-132	0.60												
seoul-132		132	市廳	City Hall	市庁	しちょん	시청			서울特別市 中區	seoul-131	0.60	seoul-133	1.10												
seoul-133		133	首爾站	Seoul Station	ソウル駅	そうるえき	서울역			서울特別市 中區	seoul-132	1.10														
route	#00A84D		2號線	Line 2	2号線																					
seoul-201		201	市廳	City Hall	市庁	しちょん	시청			서울特別市 中區	seoul-243	1.10	seoul-202	1.10												
seoul-202		202	乙支路1街	Euljiro 1(il)-ga	乙支路1街	うるちろいるが	을지로1가			서울特別市 中區	seoul-201	1.10	seoul-203	0.60												
seoul-203		203	乙支路3街	Euljiro 3(sam)-ga	乙支路3街	うるちろさむが	을지로3가			서울特別市 中區	seoul-202	0.60	seoul-204	0.60												
seoul-204		204	乙支路4街	Euljiro 4(sa)-ga	乙支路4街	うるちろさが	을지로4가			서울特別市 中區	seoul-203	0.60	seoul-205	1.00												
seoul-205		205	東大門歷史文化公園	Dongdaemun History & Culture Park	東大門歴史文化公園	どんだいむんよくさむなごんをん	동대문역사문화공원			서울特別市 中區	seoul-204	1.00	seoul-206	0.90												
seoul-206		206	新堂	Sindang	新堂	しんだん	신당			서울特別市 中區	seoul-205	0.90	seoul-207	0.90												
seoul-207		207	上往十里	Sangwangsimni	上往十里	さんわんしむに	상왕십리			서울特別市 城東區	seoul-206	0.90	seoul-208	0.80												
seoul-208		208	往十里	Wangsimni	往十里	わんしむに	왕십리	성동구청	Seongdong-gu Office	서울特別市 城東區	seoul-207	0.80	seoul-209	1.00												
seoul-209		209	漢陽大	Hanyang Univ.	漢陽大	はにゃんで	한양대			서울特別市 城東區	seoul-208	1.00	seoul-210	1.10												
seoul-210		210	纛島	Ttukseom	トゥクソム	とぅくそむ	뚝섬			서울特別市 城東區	seoul-209	1.10	seoul-211	0.80												
seoul-211		211	聖水	Seongsu	聖水	せんす	성수			서울特別市 城東區	seoul-210	0.80	seoul-212	1.20												
seoul-212		212	建大入口	Konkuk Univ.	建大入口	こんでいぷく	건대입구			서울特別市 廣津區	seoul-211	1.20	seoul-213	1.60												
seoul-213		213	九宜	Guui	九宜	くい	구의	광진구청	Gwangjin-gu Office	서울特別市 廣津區	seoul-212	1.60	seoul-214	1.50												
seoul-214		214	江邊	Gangbyeon	江辺	かんびょん	강변	동서울터미널	Dongseoul Terminal	서울特別市 廣津區	seoul-213	1.50	seoul-215	2.10												
seoul-215		215	蠶室渡口	Jamsillaru	蚕室ナル	ちゃむしるなる	잠실나루			서울特別市 松坡區	seoul-214	2.10	seoul-216	1.00												
seoul-216		216	蠶室	Jamsil	蚕室	ちゃむしる	잠실	송파구청	Songpa-gu Office	서울特別市 松坡區	seoul-215	1.00	seoul-217	1.20												
seoul-217		217	蠶室新川	Jamsilsaenae	蚕室セネ	ちゃむしるせね	잠실새내			서울特別市 松坡區	seoul-216	1.20	seoul-218	1.20												
seoul-218		218	綜合運動場	Sports Complex	総合運動場	ちょんはぷうんどんじょん	종합운동장			서울特別市 松坡區	seoul-217	1.20	seoul-219	1.00												
seoul-219		219	三成	Samseong	三成	さむそん	삼성	무역센터	World Trade Center Seoul	서울特別市 江南區	seoul-218	1.00	seoul-220	1.30												
seoul-220		220	宣陵	Seolleung	宣陵	そるるん	선릉			서울特別市 江南區	seoul-219	1.30	seoul-221	0.70												
seoul-221		221	驛三	Yeoksam	駅三	よくさむ	역삼			서울特別市 江南區	seoul-220	0.70	seoul-222	0.80												
seoul-222		222	江南	Gangnam	江南	かんなむ	강남			서울特別市 江南區	seoul-221	0.80	seoul-223	1.20												
seoul-223		223	教大	Seoul Nat'l Univ. of Education	教大	きょで	교대	법원·검찰청	Court & Public Prosecutors	서울特別市 瑞草區	seoul-222	1.20	seoul-224	0.70												
seoul-224		224	瑞草	Seocho	瑞草	そちょ	서초			서울特別市 瑞草區	seoul-223	0.70	seoul-225	1.70												
seoul-225		225	方背	Bangbae	方背	ぱんべ	방배			서울特別市 瑞草區	seoul-224	1.70	seoul-226	1.60												
seoul-226		226	舍堂	Sadang	舎堂	さだん	사당			서울特別市 銅雀區	seoul-225	1.60	seoul-227	1.70												
seoul-227		227	落星垈	Nakseongdae	落星垈	なくそんで	낙성대	강감찬	Gang Gam-chan	서울特別市 冠岳區	seoul-226	1.70	seoul-228	1.00												
seoul-228		228	首爾大入口	Seoul Nat'l Univ.	ソウル大入口	そうるだいぷく	서울대입구	관악구청	Gwanak-gu Office	서울特別市 冠岳區	seoul-227	1.00	seoul-229	1.20												
seoul-229		229	奉天	Bongcheon	奉天	ぼんちょん	봉천			서울特別市 冠岳區	seoul-228	1.20	seoul-230	1.10												
seoul-230		230	新林	Sillim	新林	しんりむ	신림			서울特別市 冠岳區	seoul-229	1.10	seoul-231	1.80												
seoul-231		231	新大方	Sindaebang	新大方	しんでばん	신대방			서울特別市 銅雀區	seoul-230	1.80	seoul-232	1.10												
seoul-232		232	九老數位團地	Guro Digital Complex	九老デジタル団地	くろでじとるだんじ	구로디지털단지			서울特別市 九老區	seoul-231	1.10	seoul-233	1.10												
seoul-233		233	大林	Daerim	大林	てりむ	대림	구로구청	Guro-gu Office	서울特別市 九老區	seoul-232	1.10	seoul-234	1.20												
seoul-234		234	新道林	Sindorim	新道林	しんどりむ	신도림			서울特別市 九老區	seoul-233	1.20	seoul-235	1.20												
seoul-235		235	文來	Mullae	文来	むんれ	문래			서울特別市 永登浦區	seoul-234	1.20	seoul-236	0.90												
seoul-236		236	永登浦區廳	Yeongdeungpo-gu Office	永登浦区庁	よんどんぽぐちょう	영등포구청			서울特別市 永登浦區	seoul-235	0.90	seoul-237	1.10												
seoul-237		237	堂山	Dangsan	堂山	たんさん	당산			서울特別市 永登浦區	seoul-236	1.10	seoul-238	2.00												
seoul-238		238	合井	Hapjeong	合井	はぷじょん	합정			서울特別市 麻浦區	seoul-237	2.00	seoul-239	1.10												
seoul-239		239	弘大入口	Hongik Univ.	弘大入口	ほんでいぷく	홍대입구			서울特別市 麻浦區	seoul-238	1.10	seoul-240	1.30												
seoul-240		240	新村	Sinchon	新村	しんちょん	신촌			서울特別市 麻浦區	seoul-239	1.30	seoul-241	0.80												
seoul-241		241	梨大	Ewha Womans Univ.	梨大	いで	이대			서울特別市 西大門區	seoul-240	0.80	seoul-242	0.90												
seoul-242		242	阿峴	Ahyeon	阿峴	あひょん	아현			서울特別市 麻浦區	seoul-241	0.90	seoul-243	0.80												
seoul-243		243	忠正路	Chungjeongno	忠正路	ちゅんじょんろ	충정로	경기대입구	Kyonggi Univ.	서울特別市 西大門區	seoul-242	0.80	seoul-201	1.10												
route	#EF7C1C		3號線	Line 3	3号線																					
seoul-309		309	大化	Daehwa	大化	たいふぁ	대화			京畿道 高陽市			seoul-310	1.40												
seoul-310		310	注葉	Juyeop	注葉	ちゅよぷ	주엽			京畿道 高陽市	seoul-309	1.40	seoul-311	1.30												
seoul-311		311	鼎缽山	Jeongbalsan	鼎鉢山	ちょんばるさん	정발산	고양아람누리	Goyang Aram Nuri	京畿道 高陽市	seoul-310	1.30	seoul-312	0.90												
seoul-312		312	馬頭	Madu	馬頭	まどぅ	마두			京畿道 高陽市	seoul-311	0.90	seoul-313	1.40												
seoul-313		313	白石	Baekseok	白石	ぺくそく	백석	건강보험일산병원	Ilsan Hospital	京畿道 高陽市	seoul-312	1.40	seoul-314	2.50												
seoul-314		314	大谷	Daegok	大谷	てごく	대곡			京畿道 高陽市	seoul-313	2.50	seoul-315	2.10												
seoul-315		315	花井	Hwajeong	花井	ふぁじょん	화정			京畿道 高陽市	seoul-314	2.10	seoul-316	2.60												
seoul-316		316	元堂	Wondang	元堂	うぉんだん	원당			京畿道 高陽市	seoul-315	2.60	seoul-317	2.90												
seoul-317		317	元興	Wonheung	元興	うぉんふん	원흥			京畿道 高陽市	seoul-316	2.90	seoul-318	2.10												
seoul-318		318	三松	Samsong	三松	さむそん	삼송			京畿道 高陽市	seoul-317	2.10	seoul-319	1.70												
seoul-319		319	紙杻	Jichuk	紙杻	ちちゅく	지축			京畿道 高陽市	seoul-318	1.70	seoul-320	1.50												
seoul-320		320	舊把撥	Gupabal	旧把撥	くぱばる	구파발			서울特別市 恩平區	seoul-319	1.50	seoul-321	2.00												
seoul-321		321	延新川	Yeonshinnae	延新川	よんしんね	연신내			서울特別市 恩平區	seoul-320	2.00	seoul-322	1.30												
seoul-322		322	佛光	Bulgwang	仏光	ぷるぐぁん	불광			서울特別市 恩平區	seoul-321	1.30	seoul-323	1.10												
seoul-323		323	碌磻	Nokbeon	碌磻	のくぽん	녹번			서울特別市 恩平區	seoul-322	1.10	seoul-324	1.60												
seoul-324		324	弘濟	Hongje	弘済	ほんじぇ	홍제			서울特別市 西大門區	seoul-323	1.60	seoul-325	0.90												
seoul-325		325	毋岳齋	Muakjae	毋岳齋	むあくじぇ	무악재			서울特別市 西大門區	seoul-324	0.90	seoul-326	1.10												
seoul-326		326	獨立門	Dongnimmun	独立門	どんにむん	독립문			서울特別市 鐘路區	seoul-325	1.10	seoul-327	1.60												
seoul-327		327	景福宮	Gyeongbokgung	景福宮	きょんぼっくん	경복궁	정부서울청사	Gov't Complex Seoul	서울特別市 鐘路區	seoul-326	1.60	seoul-328	1.10												
seoul-328		328	安國	Anguk	安国	あんぐく	안국			서울特別市 鐘路區	seoul-327	1.10	seoul-329	1.00												
seoul-329		329	鐘路3街	Jongno 3(sam)-ga	鐘路3街	じょんのさむが	종로3가			서울特別市 鐘路區	seoul-328	1.00	seoul-330	0.60												
seoul-330		330	乙支路3街	Euljiro 3(sam)-ga	乙支路3街	うるちろさむが	을지로3가			서울特別市 中區	seoul-329	0.60	seoul-331	0.70												
seoul-331		331	忠武路	Chungmuro	忠武路	ちゅんむろ	충무로			서울特別市 中區	seoul-330	0.70	seoul-332	0.90												
seoul-332		332	東大入口	Dongguk Univ.	東大入口	とんでいぷく	동대입구			서울特別市 中區	seoul-331	0.90	seoul-333	0.70												
seoul-333		333	藥水	Yaksu	薬水	やくす	약수			서울特別市 中區	seoul-332	0.70	seoul-334	0.80												
seoul-334		334	金湖	Geumho	金湖	くむほ	금호			서울特別市 城東區	seoul-333	0.80	seoul-335	0.80												
seoul-335		335	玉水	Oksu	玉水	おくす	옥수			서울特別市 城東區	seoul-334	0.80	seoul-336	2.10												
seoul-336		336	狎鷗亭	Apgujeong	狎鴎亭	あぷぐじょん	압구정			서울特別市 江南區	seoul-335	2.10	seoul-337	1.50												
seoul-337		337	新沙	Sinsa	新沙	しんさ	신사			서울特別市 江南區	seoul-336	1.50	seoul-338	0.90												
seoul-338		338	蚕院	Jamwon	蚕院	ちゃむおん	잠원			서울特別市 瑞草區	seoul-337	0.90	seoul-339	1.20												
seoul-339		339	高速巴士客運站	Express Bus Terminal	高速ターミナル	こうそくたーみなる	고속터미널			서울特別市 瑞草區	seoul-338	1.20	seoul-340	1.20												
seoul-340		340	教大	Seoul Nat'l Univ. of Education	教大	きょで	교대	법원·검찰청	Court & Prosecutors	서울特別市 瑞草區	seoul-339	1.20	seoul-341	0.90												
seoul-341		341	南部巴士客運站	Nambu Bus Terminal	南部ターミナル	なんぶたーみなる	남부터미널	예술의전당	Seoul Arts Center	서울特別市 瑞草區	seoul-340	0.90	seoul-342	1.80												
seoul-342		342	良才	Yangjae	良才	やんじぇ	양재	서초구청	Seocho-gu Office	서울特別市 瑞草區	seoul-341	1.80	seoul-343	1.20												
seoul-343		343	梅峰	Maebong	梅峰	めぼん	매봉			서울特別市 江南區	seoul-342	1.20	seoul-344	0.80												
seoul-344		344	道谷	Dogok	道谷	とごく	도곡			서울特別市 江南區	seoul-343	0.80	seoul-345	0.80												
seoul-345		345	大峙	Daechi	大峙	てち	대치			서울特別市 江南區	seoul-344	0.80	seoul-346	0.80												
seoul-346		346	鶴灘	Hangnyeoul	鶴灘	はんにょうる	학여울			서울特別市 江南區	seoul-345	0.80	seoul-347	0.90												
seoul-347		347	大廳	Daecheong	大庁	てちょん	대청			서울特別市 江南區	seoul-346	0.90	seoul-348	1.20												
seoul-348		348	逸院	Irwon	逸院	いるぉん	일원			서울特別市 江南區	seoul-347	1.20	seoul-349	1.80												
seoul-349		349	水西	Suseo	水西	すそ	수서			서울特別市 江南區	seoul-348	1.80	seoul-350	1.20												
seoul-350		350	可樂市場	Garak Market	可楽市場	からくしじょん	가락시장			서울特別市 松坡區	seoul-349	1.20	seoul-351	0.80												
seoul-351		351	警察病院	Police Hospital	警察病院	きょんちゃるびょんをん	경찰병원			서울特別市 松坡區	seoul-350	0.80	seoul-352	0.80												
seoul-352		352	梧琴	Ogeum	梧琴	おぐむ	오금			서울特別市 松坡區	seoul-351	0.80														
route	#00A5DE		4號線	Line 4	4号線																					
seoul-405		405	榛接	Jinjeop	榛接	ちんじょぷ	진접			京畿道 南楊州市			seoul-406	2.10												
seoul-406		406	梧南	Onam	梧南	おなむ	오남			京畿道 南楊州市	seoul-405	2.10	seoul-408	7.70												
seoul-408		408	豐壤	Pungyang	豊壌	ぷんやん	풍양			京畿道 南楊州市	seoul-406	7.70	seoul-409	2.60												
seoul-409		409	別內別加欄	Byeollaebyeolgaram	別内別加欄	びょるねびょるがらむ	별내별가람			京畿道 南楊州市	seoul-408	2.60	seoul-410	3.10												
seoul-410		410	堂嶺	Dangogae	堂嶺	たんごげ	당고개			서울特別市 蘆原區	seoul-409	3.10	seoul-411	1.20												
seoul-411		411	上溪	Sanggye	上渓	さんげ	상계			서울特別市 蘆原區	seoul-410	1.20	seoul-412	1.00												
seoul-412		412	蘆原	Nowon	蘆原	のうぉん	노원			서울特別市 蘆原區	seoul-411	1.00	seoul-413	1.40												
seoul-413		413	倉洞	Chang-dong	倉洞	ちゃんどん	창동			서울特別市 道峰區	seoul-412	1.40	seoul-414	1.70												
seoul-414		414	雙門	Ssangmun	双門	さんむん	쌍문			서울特別市 道峰區	seoul-413	1.70	seoul-415	1.50												
seoul-415		415	水踰	Suyu	水踰	すゆ	수유	강북구청	Gangbuk-gu Office	서울特別市 江北區	seoul-414	1.50	seoul-416	1.40												
seoul-416		416	彌阿	Mia	弥阿	みあ	미아	서울사이버대학교	Seoul Cyber Univ.	서울特別市 江北區	seoul-415	1.40	seoul-417	1.50												
seoul-417		417	彌阿十字路	Miasageori	弥阿サゴリ	みあさごり	미아사거리			서울特別市 江北區	seoul-416	1.50	seoul-418	1.30												
seoul-418		418	吉音	Gireum	吉音	きるむ	길음			서울特別市 城北區	seoul-417	1.30	seoul-419	1.40												
seoul-419		419	誠信女大入口	Sungshin Women's Univ.	誠信女大入口	そんしんにょでいぷく	성신여대입구	돈암	Donam	서울特別市 城北區	seoul-418	1.40	seoul-420	1.00												
seoul-420		420	漢城大入口	Hansung Univ.	漢城大入口	はんそんでいぷく	한성대입구	삼선교	Samseongyo	서울特別市 城北區	seoul-419	1.00	seoul-421	0.90												
seoul-421		421	惠化	Hyehwa	恵化	へふぁ	혜화	서울대학교병원	SNU Hospital	서울特別市 鐘路區	seoul-420	0.90	seoul-422	1.50												
seoul-422		422	東大門	Dongdaemun	東大門	どんだいむん	동대문			서울特別市 鐘路區	seoul-421	1.50	seoul-423	0.70												
