id	color	no	cname	ename	jname	kana	kname	s_cname	s_ename	area	p_id	p_dis	n_id	n_dis												
sgmrt-NE4		NE4	牛車水	Chinatown	チャイナタウン	ちゃいなたうん	차이나타운			Outram	sgmrt-NE3	1.10	sgmrt-NE5	0.80												
sgmrt-NE5		NE5	克拉碼頭	Clarke Quay	クラーク・キー	くらーく・きー	클락 키			Singapore River	sgmrt-NE4	0.80	sgmrt-NE6	0.90												
sgmrt-NE6		NE6	多美歌	Dhoby Ghaut	ドビー・ゴート	どびー・ごーと	도비 고트			Museum	sgmrt-NE5	0.90	sgmrt-NE7	1.10												
sgmrt-NE7		NE7	小印度	Little India	リトル・インディア	りとる・いんでぃあ	리틀 인디아			Rochor	sgmrt-NE6	1.10	sgmrt-NE8	0.80												
sgmrt-NE8		NE8	花拉公園	Farrer Park	ファラー・パーク	ふぁらー・ぱーく	파러 파크			Rochor	sgmrt-NE7	0.80	sgmrt-NE9	1.10												
sgmrt-NE9		NE9	文慶	Boon Keng	ブーン・ケン	ぶーん・けん	분 켕			Kallang	sgmrt-NE8	1.10	sgmrt-NE10	1.20												
sgmrt-NE10		NE10	波東巴西	Potong Pasir	ポトン・パシール	ぽとん・ぱしーる	포통 파시르			Toa Payoh	sgmrt-NE9	1.20	sgmrt-NE11	1.00												
sgmrt-NE11		NE11	兀里	Woodleigh	ウッドレイ	うっどれい	우들레이			Toa Payoh	sgmrt-NE10	1.00	sgmrt-NE12	1.10												
sgmrt-NE12		NE12	實龍崗	Serangoon	セラグーン	せらぐーん	세랑군			Serangoon	sgmrt-NE11	1.10	sgmrt-NE13	1.30												
sgmrt-NE13		NE13	高文	Kovan	コヴァン	こゔぁん	코반			Hougang	sgmrt-NE12	1.30	sgmrt-NE14	1.10												
sgmrt-NE14		NE14	後港	Hougang	ホウガン	ほうがん	후강			Hougang	sgmrt-NE13	1.10	sgmrt-NE15	1.20												
sgmrt-NE15		NE15	萬國	Buangkok	ブアンコック	ぶあんこっく	부앙콕			Sengkang	sgmrt-NE14	1.20	sgmrt-NE16	1.10												
sgmrt-NE16		NE16	盛港	Sengkang	センカン	せんかん	셍캉			Sengkang	sgmrt-NE15	1.10	sgmrt-NE17	1.20												
sgmrt-NE17		NE17	榜鵝	Punggol	ポンゴル	ぽんごる	풍골			Punggol	sgmrt-NE16	1.20	sgmrt-NE18	1.40												
sgmrt-NE18		NE18	榜鵝海岸	Punggol Coast	ポンゴル・コースト	ぽんごる・こーすと	풍골 코스트			Punggol	sgmrt-NE17	1.40														
route	#005BA4		濱海市區線	Downtown Line	ダウンタウン線																					
sgmrt-DT1		DT1	武吉班讓	Bukit Panjang	ブキ・パンジャン	ぶき・ぱんじゃん	부킷 판장			Bukit Panjang			sgmrt-DT2	1.10												
sgmrt-DT2		DT2	凱秀	Cashew	カシュー	かしゅー	캐슈			Bukit Panjang	sgmrt-DT1	1.10	sgmrt-DT3	1.00												
sgmrt-DT3		DT3	山景	Hillview	ヒルビュー	ひるびゅー	힐뷰			Bukit Batok	sgmrt-DT2	1.00	sgmrt-DT5	1.50												
sgmrt-DT5		DT5	美世界	Beauty World	ビューティー・ワールド	びゅーてぃー・わーるど	뷰티 월드			Bukit Timah	sgmrt-DT3	1.50	sgmrt-DT6	1.20												
sgmrt-DT6		DT6	阿爾柏王園	King Albert Park	キング・アルバート・パーク	きんぐ・あるばーと・ぱーく	킹 앨버트 파크			Bukit Timah	sgmrt-DT5	1.20	sgmrt-DT7	1.10												
sgmrt-DT7		DT7	第六道	Sixth Avenue	シックス・アベニュー	しっくす・あべにゅー	식스 애비뉴			Bukit Timah	sgmrt-DT6	1.10	sgmrt-DT8	1.30												
sgmrt-DT8		DT8	陳嘉庚	Tan Kah Kee	タン・カ・キー	たん・か・きー	탄카키			Bukit Timah	sgmrt-DT7	1.30	sgmrt-DT9	1.00												
sgmrt-DT9		DT9	植物園	Botanic Gardens	ボタニック・ガーデン	ぼたにっく・がーでん	보타닉 가든			Tanglin	sgmrt-DT8	1.00	sgmrt-DT10	1.20												
sgmrt-DT10		DT10	史蒂芬	Stevens	スティーブンス	すてぃーぶんす	스티븐스			Tanglin	sgmrt-DT9	1.20	sgmrt-DT11	1.30												
sgmrt-DT11		DT11	紐頓	Newton	ニュートン	にゅーとん	뉴턴			Newton	sgmrt-DT10	1.30	sgmrt-DT12	1.10												
sgmrt-DT12		DT12	小印度	Little India	リトル・インディア	りとる・いんでぃあ	리틀 인디아			Rochor	sgmrt-DT11	1.10	sgmrt-DT13	1.00												
sgmrt-DT13		DT13	梧槽	Rochor	ロチョー	ろちょー	로초			Rochor	sgmrt-DT12	1.00	sgmrt-DT14	0.90												
sgmrt-DT14		DT14	武吉士	Bugis	ブギス	ぶぎす	부기스			Rochor	sgmrt-DT13	0.90	sgmrt-DT15	0.90												
sgmrt-DT15		DT15	寶門廊	Promenade	プロムナード	ぷろむなーど	프로메나드			Downtown Core	sgmrt-DT14	0.90	sgmrt-DT16	0.80												
sgmrt-DT16		DT16	海灣舫	Bayfront	ベイフロント	べいふろんと	베이프런트			Downtown Core	sgmrt-DT15	0.80	sgmrt-DT17	0.90												
sgmrt-DT17		DT17	市中心	Downtown	ダウンタウン	だうんたうん	다운타운			Downtown Core	sgmrt-DT16	0.90	sgmrt-DT18	1.00												
sgmrt-DT18		DT18	直落亞逸	Telok Ayer	テロック・アイヤー	てろっく・あいやー	텔록 에이어			Downtown Core	sgmrt-DT17	1.00	sgmrt-DT19	0.90												
sgmrt-DT19		DT19	牛車水	Chinatown	チャイナタウン	ちゃいなたうん	차이나타운			Outram	sgmrt-DT18	0.90	sgmrt-DT20	1.10												
sgmrt-DT20		DT20	福康寧	Fort Canning	フォート・カニング	ふぉーと・かにんぐ	포트 캐닝			Museum	sgmrt-DT19	1.10	sgmrt-DT21	1.20												
sgmrt-DT21		DT21	明古連	Bencoolen	ベンクーレン	べんくーれん	벤쿨렌			Museum	sgmrt-DT20	1.20	sgmrt-DT22	0.90												
sgmrt-DT22		DT22	惹蘭勿剎	Jalan Besar	ジャラン・ベサール	じゃらん・べさーる	잘란 베사르			Rochor	sgmrt-DT21	0.90	sgmrt-DT23	1.10												
sgmrt-DT23		DT23	明地迷亞	Bendemeer	ベンデミール	べんでみーる	벤데미어			Kallang	sgmrt-DT22	1.10	sgmrt-DT24	1.20												
sgmrt-DT24		DT24	芽籠峇魯	Geylang Bahru	ゲイラン・バル	げいらん・ばる	게이랑 바루			Kallang	sgmrt-DT23	1.20	sgmrt-DT25	1.10												
sgmrt-DT25		DT25	瑪達	Mattar	マッター	まったー	마타			Geylang	sgmrt-DT24	1.10	sgmrt-DT26	0.90												
sgmrt-DT26		DT26	麥波申	MacPherson	マクファーソン	まくふぁーそん	맥퍼슨			Geylang	sgmrt-DT25	0.90	sgmrt-DT27	1.10												
sgmrt-DT27		DT27	烏美	Ubi	ウビ	うび	우비			Geylang	sgmrt-DT26	1.10	sgmrt-DT28	1.20												
sgmrt-DT28		DT28	加基武吉	Kaki Bukit	カキ・ブキット	かき・ぶきっと	카키 부킷			Bedok	sgmrt-DT27	1.20	sgmrt-DT29	1.10												
sgmrt-DT29		DT29	勿洛北	Bedok North	ベドック・ノース	べどっく・のーす	베독 노스			Bedok	sgmrt-DT28	1.10	sgmrt-DT30	1.30												
sgmrt-DT30		DT30	勿洛蓄水池	Bedok Reservoir	ベドック・レザボア	べどっく・れざぼあ	베독 레저보어			Bedok	sgmrt-DT29	1.30	sgmrt-DT31	1.40												
sgmrt-DT31		DT31	淡濱尼西	Tampines West	タンピネス・ウェスト	たんぴねす・うえすと	탐피니스 웨스트			Tampines	sgmrt-DT30	1.40	sgmrt-DT32	1.20												
sgmrt-DT32		DT32	淡濱尼	Tampines	タンピネス	たんぴねす	탐피니스			Tampines	sgmrt-DT31	1.20	sgmrt-DT33	1.10												
sgmrt-DT33		DT33	淡濱尼東	Tampines East	タンピネス・イースト	たんぴねす・いーすと	탐피니스 이스트			Tampines	sgmrt-DT32	1.10	sgmrt-DT34	1.40												
sgmrt-DT34		DT34	樟宜上段	Upper Changi	アッパー・チャンギ	あっぱー・ちゃんぎ	어퍼 창이			Tampines	sgmrt-DT33	1.40	sgmrt-DT35	1.10												
sgmrt-DT35		DT35	博覽	Expo	エキスポ	えきすぽ	엑스포			Tampines	sgmrt-DT34	1.10	sgmrt-DT36	1.30												
sgmrt-DT36		DT36	錫林	Xilin	シーリン	しーりん	시린			Tampines	sgmrt-DT35	1.30	sgmrt-DT37	1.20												
sgmrt-DT37		DT37	雙溪路	Sungei Bedok	スンゲイ・ベドック	すんげい・べどっく	スンゲイ 베독			Bedok	sgmrt-DT36	1.20														
																										
																										
																										
																										
sys			越南鐵路	Vietnam Railway	ベトナム鉄道																					
route	#920209		南北鐵路	Đường sắt Bắc Nam	南北線																					
vn-NS001			河內	Hà Nội	ハノイ	はのい	하노이			Thành phố Hà Nội			vn-NS002	5.30												
vn-NS002			甲八	Giáp Bát	ザップバット	ざっぷばっと	잡빳			Thành phố Hà Nội	vn-NS001	5.30	vn-NS003	3.40												
vn-NS003			文典	Văn Điển	ヴァンディエン	ゔぁんでぃえん	반디엔			Thành phố Hà Nội	vn-NS002	3.40	vn-NS004	8.70												
vn-NS004			常信	Thường Tín	トゥオンティン	とぅおんてぃん	트엉띤			Thành phố Hà Nội	vn-NS003	8.70	vn-NS005	5.10												
vn-NS005			富川	Phú Xuyên	プースエン	ぷーすえん	푸쑤옌			Thành phố Hà Nội	vn-NS004	5.10	vn-NS006	11.30												
vn-NS006			府里	Phủ Lý	フーリー	ふーりー	푸리			Tỉnh Hà Nam	vn-NS005	11.30	vn-NS007	17.50												
vn-NS007			南定	Nam Định	ナムディン	なむでぃん	남딘			Tỉnh Nam Định	vn-NS006	17.50	vn-NS008	27.90												
vn-NS008			寧平	Ninh Bình	ニンビン	にんびん	닌빈			Tỉnh Ninh Bình	vn-NS007	27.90	vn-NS009	3.40												
vn-NS009			比山	Bỉm Sơn	ビムソン	びむそん	빔선			Tỉnh Thanh Hóa	vn-NS008	3.40	vn-NS010	34.80												
vn-NS010			清化	Thanh Hóa	タインホア	たいんほあ	탄호아			Tỉnh Thanh Hóa	vn-NS009	34.80	vn-NS011	143.20												
vn-NS011			榮	Vinh	ヴィン	ゔぃん	빈			Tỉnh Nghệ An	vn-NS010	143.20	vn-NS012	202.60												
vn-NS012			洞海	Đồng Hới	ドンホイ	どんほい	동허이			Tỉnh Quảng Bình	vn-NS011	202.60	vn-NS013	99.70												
vn-NS013			東河	Đông Hà	ドンハ	どんは	동하			Tỉnh Quảng Trị	vn-NS012	99.70	vn-NS014	66.00												
vn-NS014			順化	Huế	フエ	ふえ	훼			Tỉnh Thừa Thiên Huế	vn-NS013	66.00	vn-NS015	103.10												
vn-NS015			峴港	Đà Nẵng	ダナン	だなん	다낭			Thành phố Đà Nẵng	vn-NS014	103.10	vn-NS016	69.50												
vn-NS016			三岐	Tam Kỳ	タムキー	たむきー	탐끼			Tỉnh Quảng Nam	vn-NS015	69.50	vn-NS017	62.50												
vn-NS017			廣義	Quảng Ngãi	クアンガイ	くあんがい	꽝응아이			Tỉnh Quảng Ngãi	vn-NS016	62.50	vn-NS018	108.30												
vn-NS018			饒池	Diêu Trì	デューチ	でゅーち	디에우찌			Tỉnh Bình Định	vn-NS017	108.30	vn-NS019	101.90												
vn-NS019			綏和	Tuy Hòa	トゥイホア	とぅいほあ	뚜이호아			Tỉnh Phú Yên	vn-NS018	101.90	vn-NS020	117.10												
vn-NS020			芽莊	Nha Trang	ニャチャン	にゃちゃん	냐짱			Tỉnh Khánh Hòa	vn-NS019	117.10	vn-NS021	92.70												
vn-NS021			塔占	Tháp Chàm	タップチャム	たっぷちゃむ	탑참			Tỉnh Ninh Thuận	vn-NS020	92.70	vn-NS022	146.40												
vn-NS022			平順	Bình Thuận	ビントゥアン	びんとぅあん	빈투언			Tỉnh Bình Thuận	vn-NS021	146.40	vn-NS023	139.10												
vn-NS023			隆慶	Long Khánh	ロンカイン	ろんかいん	롱카인			Tỉnh Đồng Nai	vn-NS022	139.10	vn-NS024	47.50												
vn-NS024			邊和	Biên Hòa	ビエンホア	びえんほあ	비엔호아			Tỉnh Đồng Nai	vn-NS023	47.50	vn-NS025	28.90												
vn-NS025			西貢	Sài Gòn	サイゴン	さいごん	사이공			Thành phố Hồ Chí Minh	vn-NS024	28.90														
route	#920209		河內-海防鐵路	Hà Nội - Hải Phòng	ハノイ・ハイフォン線																					
vn-HP001			龍編	Long Biên	ロンビエン	ろんびえん	롱비엔			Thành phố Hà Nội			vn-HP002	3.10												
vn-HP002			嘉林	Gia Lâm	ザラム	ざらむ	자람			Thành phố Hà Nội	vn-HP001	3.10	vn-HP003	50.90												
vn-HP003			海陽	Hải Dương	ハイズオン	はいずおん	하이즈엉			Tỉnh Hải Dương	vn-HP002	50.90	vn-HP004	48.00												
vn-HP004			海防	Hải Phòng	ハイフォン	はいふぉん	하이퐁			Thành phố Hải Phòng	vn-HP003	48.00														
route	#920209		河內-老街鐵路	Hà Nội - Lào Cai	ハノイ・ラオカイ線																					
vn-LC001			河內	Hà Nội	ハノイ	はのい	하노이			Thành phố Hà Nội			vn-LC002	10.10												
vn-LC002			東英	Đông Anh	ドンアイン	どんあいん	동아인			Thành phố Hà Nội	vn-LC001	10.10	vn-LC003	62.90												
vn-LC003			越池	Việt Trì	ヴィエッチ	ゔぃえっち	비엣찌			Tỉnh Phú Thọ	vn-LC002	62.90	vn-LC004	81.80												
vn-LC004			安沛	Yên Bái	イエンバイ	いえんばい	옌바이			Tỉnh Yên Bái	vn-LC003	81.80	vn-LC005	135.20												
vn-LC005			老街	Lào Cai	ラオカイ	らおかい	라오카이			Tỉnh Lào Cai	vn-LC004	135.20														
																										
sys			上海地鐵	Shanghai Subway	上海地下鉄																					
route	76C95B		2號線	Line 2	2号線																					
sh-201			徐涇東	East Xujing	徐涇東	じょけいとう	쉬징동			上海市青浦區			sh-202	2.28												
sh-202			虹橋火車站	Hongqiao Railway Station	虹橋駅	こうきょうえき	홍챠오역			上海市虹橋樞紐	sh-201	2.28	sh-203	3.29												
sh-203			虹橋2號航站樓	Hongqiao Airport Terminal 2	虹橋第2ターミナル	こうきょうだい2たーみなる	홍챠오제2터미널			上海市虹橋樞紐	sh-202	3.29	sh-204	9.10												
sh-204			淞虹路	Songhong Road	淞虹路	しょうこうろ	송홍루			上海市長寧區	sh-203	9.10	sh-205	10.45												
sh-205			北新涇	Beixinjing	北新涇	きたじょけい	베이신징			上海市長寧區	sh-204	10.45	sh-206	11.70												
sh-206			威寧路	Weining Road	威寧路	いねんろ	웨이닝루			上海市長寧區	sh-205	11.70	sh-207	13.42												
sh-207			婁山關路	Loushanguan Road	婁山関路	ろうさんかんろ	루샨관루			上海市長寧區	sh-206	13.42	sh-208	14.82												
sh-208			中山公園	Zhongshan Park	中山公園	ちゅうざんこうえん	중산꽁위엔			上海市長寧區	sh-207	14.82	sh-209	16.31												
sh-209			江蘇路	Jiangsu Road	江蘇路	こうそろ	장쑤루			上海市長寧區	sh-208	16.31	sh-210	17.80												
sh-210			靜安寺	Jing'an Temple	静安寺	せいあんじ	징안사			上海市靜安區	sh-209	17.80	sh-211	19.27												
sh-211			南京西路	West Nanjing Road	南京西路	なんきんせいろ	난징시루			上海市靜安區	sh-210	19.27	sh-212	20.77												
sh-212			人民廣場	People's Square	人民広場	じんみんひろば	런민광창			上海市黃浦區	sh-211	20.77	sh-213	21.72												
sh-213			南京東路	East Nanjing Road	南京東路	なんきんとうろ	난징둥루			上海市黃浦區	sh-212	21.72	sh-214	23.40												
sh-214			陸家嘴	Lujiazui	陸家嘴	りくかすい	뤼자주이			上海市浦東新區	sh-213	23.40	sh-215	24.82												
sh-215			東昌路	Dongchang Road	東昌路	とうしょうろ	둥창루			上海市浦東新區	sh-214	24.82	sh-216	25.99												
sh-216			世紀大道	Century Avenue	世紀大道	せいきだいどう	스지따다오			上海市浦東新區	sh-215	25.99	sh-217	27.89												
sh-217			上海科技館	Shanghai Science & Technology Museum	上海科技館	しゃんはいかぎかん	상하이커지관			上海市浦東新區	sh-216	27.89	sh-218	29.20												
sh-218			世紀公園	Century Park	世紀公園	せいきこうえん	스지 공원			上海市浦東新區	sh-217	29.20	sh-219	30.19												
sh-219			龍陽路	Longyang Road	龍陽路	りゅうようろ	롱양루			上海市浦東新區	sh-218	30.19	sh-220	32.79												
sh-220			張江高科	Zhangjiang Hi-Tech Park	張江高科	ちょうこうこうか	장쟝가오커			上海市浦東新區	sh-219	32.79	sh-221	34.40												
sh-221			金科路	Jinke Road	金科路	きんかろ	징커루			上海市浦東新區	sh-220	34.40	sh-222	36.04												
sh-222			廣蘭路	Guanglan Road	広蘭路	こうらんろ	광란루			上海市浦東新區	sh-221	36.04	sh-223													
sh-223			唐鎮	Tangzhen	唐鎮	とうちん	당전			上海市浦東新區	sh-222		sh-224													
sh-224			創新中路	Middle Chuangxin Road	創新中路	そうしんちゅうろ	촹신종루			上海市浦東新區	sh-223		sh-225													
sh-225			華夏東路	East Huaxia Road	華夏東路	かかとうろ	화샤동루			上海市浦東新區	sh-224		sh-226													
sh-226			川沙	Chuansha	川沙	せんしゃ	추안샤			上海市浦東新區	sh-225		sh-227													
sh-227			凌空路	Lingkong Road	凌空路	りょうくうろ	린공루			上海市浦東新區	sh-226		sh-228													
sh-228			遠東大道	Yuandong Avenue	遠東大道	えんとうだいどう	위엔동다다오			上海市浦東新區	sh-227		sh-229													
sh-229			海天三路	Haitiansan Road	海天三路	かいてんさんろ	하이디넨산루			上海市浦東新區	sh-228		sh-230													
sh-230			浦東國際機場	Pudong International Airport	浦東国際空港	ほとうこくさいくうこう	푸동 국제공항			上海市浦東新區	sh-229															
																										
sys			馬來西亞KTMB	Malaysia KTMB	マレーシアKTMB																					
route	#5a5a63	WC01	西海岸線	West Coast Line	西海岸線																					
ktm-WC01			巴東勿剎	Padang Besar	パダン・ブサール	ぱだん・ぶさーる	파당베사르			Perlis			ktm-WC02	23.50												
ktm-WC02			亞婁	Arau	アラウ	あらう	아라우			Perlis	ktm-WC01	23.50	ktm-WC03	25.00												
ktm-WC03			亞羅士打	Alor Setar	アロースター	あろーすたー	알로르세타르			Kedah	ktm-WC02	25.00	ktm-WC04	35.50												
ktm-WC04			峨崙	Gurun	グルン	ぐるん	구룬			Kedah	ktm-WC03	35.50	ktm-WC05	21.00												
ktm-WC05			雙溪大年	Sungai Petani	スンガイ・プタニ	すんがい・ぷたに	숭아이 프타니			Kedah	ktm-WC04	21.00	ktm-WC06	16.50												
ktm-WC06			打西汝咯	Tasek Gelugor	タセッ・グルゴール	たせっ・ぐるごーる	타섹 글루고르			Pulau Pinang	ktm-WC05	16.50	ktm-WC07	14.50												
ktm-WC07			大山腳	Bukit Mertajam	ブキ・メルタジャム	ぶき・めるたじゃむ	부킷 메르타잠			Pulau Pinang	ktm-WC06	14.50	ktm-WC08	11.00												
ktm-WC08			北海	Butterworth	バターワース	ばたーわーす	버터워스			Pulau Pinang	ktm-WC07	11.00	ktm-WC09	42.00												
ktm-WC09			巴里文打	Parit Buntar	パリッ・ブンター	ぱりっ・ぶんたー	파릿 분타르			Perak	ktm-WC08	42.00	ktm-WC10	40.00												
ktm-WC10			太平	Taiping	タイピン	たいぴん	타이핑			Perak	ktm-WC09	40.00	ktm-WC11	28.00												
ktm-WC11			江沙	Kuala Kangsar	クアラ・カンサー	くあら・かんさー	쿠알라 캉사르			Perak	ktm-WC10	28.00	ktm-WC12	35.00												
ktm-WC12			怡保	Ipoh	イポー	いぽー	이포			Perak	ktm-WC11	35.00	ktm-WC13	18.50												
ktm-WC13			華都牙惹	Batu Gajah	バトゥ・ガジャ	ばとぅ・がじゃ	바투 가자			Perak	ktm-WC12	18.50	ktm-WC14	32.00												
ktm-WC14			金寶	Kampar	カンパー	かんぱー	캄파르			Perak	ktm-WC13	32.00	ktm-WC15	55.00												
ktm-WC15			仕林河	Slim River	スリム・リバー	すりむ・りばー	슬림 리버			Perak	ktm-WC14	55.00	ktm-WC16	24.00												
ktm-WC16			丹絨馬林	Tanjung Malim	タンジュン・マリム	たんじゅん・まりむ	탄중 말림			Perak	ktm-WC15	24.00	ktm-WC17	58.00												
ktm-WC17			萬撓	Rawang	ラワン	らわん	라왕			Selangor	ktm-WC16	58.00	ktm-WC18	16.50												
ktm-WC18			雙溪毛糯	Sungai Buloh	スンガイ・ブロー	すんがい・ぶろー	숭아이 불로			Selangor	ktm-WC17	16.50	ktm-WC19	13.00												
ktm-WC19			吉隆坡	Kuala Lumpur	クアラ・ルンプール	くあら・るんぷーる	쿠알라룸푸르			Kuala Lumpur	ktm-WC18	13.00	ktm-WC20	1.50												
ktm-WC20			吉隆坡中央車站	KL Sentral	KLセントラル	けーえる・せんとらる	KL 센트럴			Kuala Lumpur	ktm-WC19	1.50	ktm-WC21	10.50												
ktm-WC21			南湖鎮	Bandar Tasik Selatan	バンダル・タシッ・スラタン	ばんだる・たしっ・すらたん	반다르 타식 셀라탄			Kuala Lumpur	ktm-WC20	10.50	ktm-WC22	15.00												
ktm-WC22			加影	Kajang	カジャン	かじゃん	카장			Selangor	ktm-WC21	15.00	ktm-WC23	34.50												
ktm-WC23			芙蓉	Seremban	セレンバン	せれんばん	세렘반			Negeri Sembilan	ktm-WC22	34.50	ktm-WC24	38.50												
ktm-WC24			普羅士邦/淡邊	Pulau Sebang / Tampin	プラウ・セバン/タンピン	ぷらう・せばん/たんぴん	풀라우 세방 / 탐핀			Melaka	ktm-WC23	38.50	ktm-WC25	30.00												
